i_idx,movie_id,title
792,1182,Cops and Robbersons (1994)
793,457,Free Willy 3: The Rescue (1997)
794,710,Better Off Dead... (1985)
795,615,"39 Steps, The (1935)"
796,101,Heavy Metal (1981)
797,697,"Basketball Diaries, The (1995)"
798,1199,Cemetery Man (Dellamorte Dellamore) (1994)
799,395,Robin Hood: Men in Tights (1993)
800,983,"Rich Man's Wife, The (1996)"
801,684,In the Line of Fire (1993)
802,971,Mediterraneo (1991)
803,1116,"Mark of Zorro, The (1940)"
804,267,unknown
805,556,Wild Bill (1995)
806,853,Braindead (1992)
807,311,"Wings of the Dove, The (1997)"
808,1073,Shallow Grave (1994)
809,975,Fear (1996)
810,361,Incognito (1997)
811,643,The Innocent (1994)
812,704,"House of the Spirits, The (1993)"
813,997,Stuart Saves His Family (1995)
814,260,Event Horizon (1997)
815,990,Anna Karenina (1997)
816,969,Winnie the Pooh and the Blustery Day (1968)
817,167,Private Benjamin (1980)
818,650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
819,320,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
820,63,"Santa Clause, The (1994)"
821,965,Funny Face (1957)
822,652,Rosencrantz and Guildenstern Are Dead (1990)
823,1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
824,882,Washington Square (1997)
825,1164,Zeus and Roxanne (1997)
826,1207,Jade (1995)
827,786,"Perez Family, The (1995)"
828,614,Giant (1956)
829,810,"Shadow, The (1994)"
830,1222,Judgment Night (1993)
831,139,"Love Bug, The (1969)"
832,769,Congo (1995)
833,765,Boomerang (1992)
834,67,Ace Ventura: Pet Detective (1994)
835,624,"Three Caballeros, The (1945)"
836,1001,"Stupids, The (1996)"
837,797,Timecop (1994)
838,883,Telling Lies in America (1997)
839,752,"Replacement Killers, The (1998)"
840,1315,Inventing the Abbotts (1997)
841,560,"Kid in King Arthur's Court, A (1995)"
842,345,Deconstructing Harry (1997)
843,1194,Once Were Warriors (1994)
844,464,Vanya on 42nd Street (1994)
845,1348,Every Other Weekend (1990)
846,932,First Kid (1996)
847,1179,Man of the House (1995)
848,536,Ponette (1996)
849,369,Black Sheep (1996)
850,1250,Best of the Best 3: No Turning Back (1995)
851,880,Soul Food (1997)
852,629,Victor/Victoria (1982)
853,775,Something to Talk About (1995)
854,1289,Jack and Sarah (1995)
855,544,Things to Do in Denver when You're Dead (1995)
856,170,Cinema Paradiso (1988)
857,1518,Losing Isaiah (1995)
858,413,Tales from the Crypt Presents: Bordello of Blood (1996)
859,618,Picnic (1955)
860,326,G.I. Jane (1997)
861,123,"Frighteners, The (1996)"
862,628,Sleepers (1996)
863,262,In the Company of Men (1997)
864,31,Crimson Tide (1995)
865,1180,I Love Trouble (1994)
866,414,My Favorite Year (1982)
867,490,To Catch a Thief (1955)
868,839,Loch Ness (1995)
869,453,Jaws 3-D (1983)
870,149,Jude (1996)
871,1320,Homage (1995)
872,827,Daylight (1996)
873,124,Lone Star (1996)
874,570,Wyatt Earp (1994)
875,843,"Shaggy Dog, The (1959)"
876,844,Freeway (1996)
877,420,Alice in Wonderland (1951)
878,590,Hellraiser: Bloodline (1996)
879,1230,Ready to Wear (Pret-A-Porter) (1994)
880,1324,Loaded (1994)
881,895,Scream 2 (1997)
882,1149,Walkabout (1971)
883,567,Wes Craven's New Nightmare (1994)
884,606,All About Eve (1950)
885,816,Candyman: Farewell to the Flesh (1995)
886,672,Candyman (1992)
887,584,"Secret Garden, The (1993)"
888,521,"Deer Hunter, The (1978)"
889,728,Junior (1994)
890,689,"Jackal, The (1997)"
891,329,Desperate Measures (1998)
892,859,April Fool's Day (1986)
893,456,Beverly Hills Ninja (1997)
894,791,"Baby-Sitters Club, The (1995)"
895,159,Basic Instinct (1992)
896,489,Notorious (1946)
897,1266,Bread and Chocolate (Pane e cioccolata) (1973)
898,1416,No Escape (1994)
899,988,"Beautician and the Beast, The (1997)"
900,636,Escape from New York (1981)
901,1411,Barbarella (1968)
902,533,"Daytrippers, The (1996)"
903,1394,Swept from the Sea (1997)
904,819,Eddie (1996)
905,495,Around the World in 80 Days (1956)
906,1093,Live Nude Girls (1995)
907,1492,Window to Paris (1994)
908,30,Belle de jour (1967)
909,314,3 Ninjas: High Noon At Mega Mountain (1998)
910,958,To Live (Huozhe) (1994)
911,841,"Glimmer Man, The (1996)"
912,838,In the Line of Duty 2 (1987)
913,702,Barcelona (1994)
914,1020,Gaslight (1944)
915,947,"Big Blue, The (Grand bleu, Le) (1988)"
916,1000,Lightning Jack (1994)
917,104,Theodore Rex (1995)
918,1322,Metisse (Café au Lait) (1993)
919,622,Swiss Family Robinson (1960)
920,481,"Apartment, The (1960)"
921,532,Kama Sutra: A Tale of Love (1996)
922,915,Primary Colors (1998)
923,502,Bananas (1971)
924,1291,Celtic Pride (1996)
925,330,187 (1997)
926,802,Hard Target (1993)
927,37,Nadja (1994)
928,1025,Fire Down Below (1997)
929,1364,Bird of Prey (1996)
930,266,Kull the Conqueror (1997)
931,727,Immortal Beloved (1994)
932,828,Alaska (1996)
933,548,"NeverEnding Story III, The (1994)"
934,1132,Feeling Minnesota (1996)
935,993,Hercules (1997)
936,136,Mr. Smith Goes to Washington (1939)
937,996,"Big Green, The (1995)"
938,562,"Quick and the Dead, The (1995)"
939,653,Touch of Evil (1958)
940,74,Faster Pussycat! Kill! Kill! (1965)
941,1493,"Modern Affair, A (1995)"
942,45,Eat Drink Man Woman (1994)
943,867,"Whole Wide World, The (1996)"
944,876,Money Talks (1997)
945,158,Weekend at Bernie's (1989)
946,1183,"Cowboy Way, The (1994)"
947,1118,Up in Smoke (1978)
948,500,Fly Away Home (1996)
949,610,Gigi (1958)
950,887,Eve's Bayou (1997)
951,1299,Penny Serenade (1941)
952,918,City of Angels (1998)
953,41,Billy Madison (1995)
954,1066,Balto (1995)
955,336,Playing God (1997)
956,1117,Surviving Picasso (1996)
957,1169,Fresh (1994)
958,1262,Walking and Talking (1996)
959,348,Desperate Measures (1998)
960,270,Gattaca (1997)
961,1053,Now and Then (1995)
962,1464,"Stars Fell on Henrietta, The (1995)"
963,374,Mighty Morphin Power Rangers: The Movie (1995)
964,621,"Davy Crockett, King of the Wild Frontier (1955)"
965,607,Rebecca (1940)
966,1030,"Beverly Hillbillies, The (1993)"
967,777,Castle Freak (1995)
968,700,Miami Rhapsody (1995)
969,297,Ulee's Gold (1997)
970,925,Unforgettable (1996)
971,928,"Craft, The (1996)"
972,394,Radioland Murders (1994)
973,549,Rob Roy (1995)
974,999,Clean Slate (1994)
975,1471,Hideaway (1995)
976,341,Critical Care (1997)
977,1009,Stealing Beauty (1996)
978,391,Last Action Hero (1993)
979,467,"Bronx Tale, A (1993)"
980,811,Thirty-Two Short Films About Glenn Gould (1993)
981,805,Manhattan Murder Mystery (1993)
982,519,"Treasure of the Sierra Madre, The (1948)"
983,1036,Drop Dead Fred (1991)
984,84,Robert A. Heinlein's The Puppet Masters (1994)
985,894,Home Alone 3 (1997)
986,574,Boxing Helena (1993)
987,1113,Mrs. Parker and the Vicious Circle (1994)
988,1306,Delta of Venus (1994)
989,638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
990,1314,Surviving the Game (1994)
991,1131,Safe (1995)
992,1069,Amateur (1994)
993,1084,Anne Frank Remembered (1995)
994,1407,"Specialist, The (1994)"
995,878,That Darn Cat! (1997)
996,1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)"
997,359,"Assignment, The (1997)"
998,579,Fatal Instinct (1993)
999,884,Year of the Horse (1997)
1000,691,Dark City (1998)
1001,954,Unzipped (1995)
1002,261,Air Bud (1997)
1003,1112,Cobb (1994)
1004,1090,Sliver (1993)
1005,445,"Body Snatcher, The (1945)"
1006,108,Kids in the Hall: Brain Candy (1996)
1007,635,"Fog, The (1980)"
1008,1135,"Doors, The (1991)"
1009,76,Carlito's Way (1993)
1010,1082,Female Perversions (1996)
1011,1215,Barb Wire (1996)
1012,1328,Of Love and Shadows (1994)
1013,1013,Anaconda (1997)
1014,1170,Spanking the Monkey (1994)
1015,1265,Star Maps (1997)
1016,735,Philadelphia (1993)
1017,352,Spice World (1997)
1018,833,Bulletproof (1996)
1019,722,Nine Months (1995)
1020,434,Forbidden Planet (1956)
1021,801,"Air Up There, The (1994)"
1022,224,Ridicule (1996)
1023,358,Spawn (1997)
1024,966,"Affair to Remember, An (1957)"
1025,1351,Lover's Knot (1996)
1026,675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
1027,991,Keys to Tulsa (1997)
1028,633,"Christmas Carol, A (1938)"
1029,1102,Two Much (1996)
1030,1424,I Like It Like That (1994)
1031,1163,"Portrait of a Lady, The (1996)"
1032,1413,Street Fighter (1994)
1033,830,Power 98 (1995)
1034,924,White Squall (1996)
1035,976,Solo (1996)
1036,825,"Arrival, The (1996)"
1037,389,Black Beauty (1994)
1038,1189,Prefontaine (1997)
1039,978,Heaven's Prisoners (1996)
1040,444,"Blob, The (1958)"
1041,1484,"Jerky Boys, The (1994)"
1042,362,Blues Brothers 2000 (1998)
1043,1442,"Scarlet Letter, The (1995)"
1044,1419,Highlander III: The Sorcerer (1994)
1045,1241,"Van, The (1996)"
1046,613,My Man Godfrey (1936)
1047,656,M (1931)
1048,734,Made in America (1993)
1049,946,"Fox and the Hound, The (1981)"
1050,913,Love and Death on Long Island (1997)
1051,1172,"Women, The (1939)"
1052,1108,Feast of July (1995)
1053,1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)"
1054,1074,Reality Bites (1994)
1055,1187,Switchblade Sisters (1975)
1056,856,Night on Earth (1991)
1057,1212,Flesh and Bone (1993)
1058,1105,Firestorm (1998)
1059,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
1060,964,"Month by the Lake, A (1995)"
1061,1043,Rent-a-Kid (1995)
1062,398,Super Mario Bros. (1993)
1063,694,Persuasion (1995)
1064,1072,"Pyromaniac's Love Story, A (1995)"
1065,1141,"War Room, The (1993)"
1066,733,Go Fish (1994)
1067,1051,"Associate, The (1996)"
1068,1478,Dead Presidents (1995)
1069,19,Antonia's Line (1995)
1070,1210,Virtuosity (1995)
1071,962,Ruby in Paradise (1993)
1072,1203,Top Hat (1935)
1073,563,Stephen King's The Langoliers (1995)
1074,1097,"Hate (Haine, La) (1995)"
1075,1292,"Simple Wish, A (1997)"
1076,458,Nixon (1995)
1077,871,Vegas Vacation (1997)
1078,1062,Four Days in September (1997)
1079,608,Spellbound (1945)
1080,788,Relative Fear (1994)
1081,1508,"Babysitter, The (1995)"
1082,1283,Out to Sea (1997)
1083,557,Farinelli: il castrato (1994)
1084,936,Brassed Off (1996)
1085,1362,American Strays (1996)
1086,551,Lord of Illusions (1995)
1087,1498,Farmer & Chase (1995)
1088,782,Little Odessa (1994)
1089,1225,Angus (1995)
1090,1050,"Ghost and Mrs. Muir, The (1947)"
1091,986,Turbulence (1997)
1092,1188,Young Guns II (1990)
1093,1272,Talking About Sex (1994)
1094,1268,Bitter Moon (1992)
1095,415,"Apple Dumpling Gang, The (1975)"
1096,1372,"Stranger, The (1994)"
1097,646,Once Upon a Time in the West (1969)
1098,902,"Big Lebowski, The (1998)"
1099,555,White Man's Burden (1995)
1100,383,"Flintstones, The (1994)"
1101,1239,Cutthroat Island (1995)
1102,1277,Set It Off (1996)
1103,681,Wishmaster (1997)
1104,934,"Preacher's Wife, The (1996)"
1105,972,Passion Fish (1992)
1106,1152,In Love and War (1996)
1107,645,Paris Is Burning (1990)
1108,664,"Paris, Texas (1984)"
1109,795,Richie Rich (1994)
1110,940,Airheads (1994)
1111,1104,C'est arrivé près de chez vous (1992)
1112,783,Milk Money (1994)
1113,373,Judge Dredd (1995)
1114,713,Othello (1995)
1115,1126,"Old Man and the Sea, The (1958)"
1116,342,"Man Who Knew Too Little, The (1997)"
1117,1127,"Truman Show, The (1998)"
1118,1503,Gold Diggers: The Secret of Bear Mountain (1995)
1119,818,Girl 6 (1996)
1120,896,"Sweet Hereafter, The (1997)"
1121,351,"Prophecy II, The (1998)"
1122,1004,Geronimo: An American Legend (1993)
1123,1008,I Shot Andy Warhol (1996)
1124,1106,"Newton Boys, The (1998)"
1125,850,"Perfect Candidate, A (1996)"
1126,1226,Night Falls on Manhattan (1997)
1127,639,"Tin Drum, The (Blechtrommel, Die) (1979)"
1128,422,Aladdin and the King of Thieves (1996)
1129,910,Nil By Mouth (1997)
1130,1500,Santa with Muscles (1996)
1131,1463,"Boys, Les (1997)"
1132,1002,"Pest, The (1997)"
1133,1495,Flirt (1995)
1134,1401,M. Butterfly (1993)
1135,119,Maya Lin: A Strong Clear Vision (1994)
1136,1040,Two if by Sea (1996)
1137,1312,"Pompatus of Love, The (1996)"
1138,537,My Own Private Idaho (1991)
1139,992,Head Above Water (1996)
1140,1384,Squeeze (1996)
1141,1487,Even Cowgirls Get the Blues (1993)
1142,1192,"Boys of St. Vincent, The (1993)"
1143,1136,Ghosts of Mississippi (1996)
1144,1227,"Awfully Big Adventure, An (1995)"
1145,865,"Ice Storm, The (1997)"
1146,1128,Heidi Fleiss: Hollywood Madam (1995) 
1147,1371,"Machine, The (1994)"
1148,1032,Little Big League (1994)
1149,1071,Party Girl (1995)
1150,814,"Great Day in Harlem, A (1994)"
1151,503,"Candidate, The (1972)"
1152,1253,"Tie That Binds, The (1995)"
1153,1318,Catwalk (1995)
1154,1378,Rhyme & Reason (1997)
1155,753,Burnt By the Sun (1994)
1156,1124,"Farewell to Arms, A (1932)"
1157,1520,"Fear, The (1995)"
1158,1270,Life with Mikey (1993)
1159,1089,Speed 2: Cruise Control (1997)
1160,1123,"Last Time I Saw Paris, The (1954)"
1161,1190,That Old Feeling (1997)
1162,1459,Madame Butterfly (1995)
1163,1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
1164,637,"Howling, The (1981)"
1165,390,Fear of a Black Hat (1993)
1166,349,Hard Rain (1998)
1167,538,Anastasia (1997)
1168,601,For Whom the Bell Tolls (1943)
1169,698,"Browning Version, The (1994)"
1170,1386,Tetsuo II: Body Hammer (1992)
1171,1168,Little Buddha (1993)
1172,1023,Fathers' Day (1997)
1173,437,Amityville 1992: It's About Time (1992)
1174,1276,Sunset Park (1996)
1175,933,"Funeral, The (1996)"
1176,1077,Love and a .45 (1994)
1177,968,"Inspector General, The (1949)"
1178,1120,I'm Not Rappaport (1996)
1179,1221,When a Man Loves a Woman (1994)
1180,956,Nobody's Fool (1994)
1181,353,Deep Rising (1998)
1182,1244,Metro (1997)
1183,759,Fair Game (1995)
1184,1024,Mrs. Dalloway (1997)
1185,1425,I'll Do Anything (1994)
1186,1259,Pie in the Sky (1995)
1187,711,"Substance of Fire, The (1996)"
1188,1409,"Swan Princess, The (1994)"
1189,1254,Gone Fishin' (1997)
1190,112,Flipper (1996)
1191,1232,Madonna: Truth or Dare (1991)
1192,888,One Night Stand (1997)
1193,1213,Guilty as Sin (1993)
1194,1258,Trial and Error (1997)
1195,854,Bad Taste (1987)
1196,236,Citizen Ruth (1996)
1197,834,Halloween: The Curse of Michael Myers (1995)
1198,1083,Albino Alligator (1996)
1199,1368,Mina Tannenbaum (1994)
1200,889,"Tango Lesson, The (1997)"
1201,1466,Margaret's Museum (1995)
1202,893,For Richer or Poorer (1997)
1203,776,Three Wishes (1995)
1204,1390,"Innocent Sleep, The (1995)"
1205,1282,"Grass Harp, The (1995)"
1206,952,Blue in the Face (1995)
1207,1370,I Can't Sleep (J'ai pas sommeil) (1994)
1208,907,Vermin (1998)
1209,861,Nosferatu a Venezia (1986)
1210,1054,Mr. Wrong (1996)
1211,46,Exotica (1994)
1212,598,"Big Squeeze, The (1996)"
1213,1480,Herbie Rides Again (1974)
1214,1297,Love Affair (1994)
1215,1167,"Sum of Us, The (1994)"
1216,1300,'Til There Was You (1997)
1217,1446,"Bye Bye, Love (1995)"
1218,784,Beyond Bedlam (1993)
1219,1143,Hard Eight (1996)
1220,1294,Ayn Rand: A Sense of Life (1997)
1221,1373,Good Morning (1971)
1222,1489,Chasers (1994)
1223,800,In the Mouth of Madness (1995)
1224,1088,Double Team (1997)
1225,989,Cats Don't Dance (1997)
1226,1085,Carried Away (1996)
1227,1473,"Little Princess, The (1939)"
1228,1303,"Getaway, The (1994)"
1229,881,Money Talks (1997)
1230,1529,Underground (1995)
1231,1175,Hugo Pool (1997)
1232,594,Heavy (1995)
1233,18,"White Balloon, The (1995)"
1234,1274,Robocop 3 (1993)
1235,970,Hear My Song (1991)
1236,1479,Reckless (1995)
1237,541,Mortal Kombat (1995)
1238,1403,Caro Diario (Dear Diary) (1994)
1239,1367,Faust (1994)
1240,388,Beverly Hills Cop III (1994)
1241,837,Meet John Doe (1941)
1242,1309,"Very Natural Thing, A (1974)"
1243,1296,Indian Summer (1996)
1244,565,Village of the Damned (1995)
1245,1045,Fearless (1993)
1246,1166,Love & Human Remains (1993)
1247,1427,Drunks (1995)
1248,1385,Roseanna's Grave (For Roseanna) (1997)
1249,857,Paris Was a Woman (1995)
1250,822,Faces (1968)
1251,862,Jingle All the Way (1996)
1252,1158,"Fille seule, La (A Single Girl) (1995)"
1253,967,Little Lord Fauntleroy (1936)
1254,1087,Bloodsport 2 (1995)
1255,1449,Pather Panchali (1955)
1256,592,True Crime (1995)
1257,890,Mortal Kombat: Annihilation (1997)
1258,998,Cabin Boy (1994)
1259,985,Blood & Wine (1997)
1260,1231,Marked for Death (1990)
1261,885,Phantoms (1998)
1262,669,Body Parts (1991)
1263,1438,Panther (1995)
1264,1068,"Star Maker, The (Uomo delle stelle, L') (1995)"
1265,1219,"Goofy Movie, A (1995)"
1266,667,Audrey Rose (1977)
1267,545,Vampire in Brooklyn (1995)
1268,1140,"Road to Wellville, The (1994)"
1269,726,Fluke (1995)
1270,1056,Cronos (1992)
1271,1524,Kaspar Hauser (1993)
1272,247,Turbo: A Power Rangers Movie (1997)
1273,1430,Ill Gotten Gains (1997)
1274,1236,"Other Voices, Other Rooms (1997)"
1275,1361,"Search for One-eye Jimmy, The (1996)"
1276,1285,Princess Caraboo (1994)
1277,1058,"War, The (1994)"
1278,1247,Bad Girls (1994)
1279,35,Free Willy 2: The Adventure Home (1995)
1280,1527,Senseless (1998)
1281,916,Lost in Space (1998)
1282,1301,Stripes (1981)
1283,1374,Falling in Love Again (1980)
1284,1148,Tom & Viv (1994)
1285,1388,Gabbeh (1996)
1286,1353,1-900 (1994)
1287,1125,"Innocents, The (1961)"
1288,1485,"Colonel Chabert, Le (1994)"
1289,1530,Jefferson in Paris (1995)
1290,803,Heaven & Earth (1993)
1291,1310,"Walk in the Sun, A (1945)"
1292,1313,Palmetto (1998)
1293,1405,Boy's Life 2 (1997)
1294,459,"Cry, the Beloved Country (1995)"
1295,1469,Tom and Huck (1995)
1296,1387,Fall (1997)
1297,1536,Aiqing wansui (1994)
1298,1582,T-Men (1947)
1299,1343,Lotto Land (1995)
1300,1457,Love Is All There Is (1996)
1301,1404,Withnail and I (1987)
1302,994,"Last Time I Committed Suicide, The (1997)"
1303,1076,"Pagemaster, The (1994)"
1304,1543,Johns (1996)
1305,1432,"Mighty, The (1998)"
1306,1271,North (1994)
1307,1177,Dunston Checks In (1996)
1308,1223,King of the Hill (1993)
1309,1092,Dear God (1996)
1310,1302,Late Bloomers (1996)
1311,599,Police Story 4: Project S (Chao ji ji hua) (1993)
1312,1443,8 Seconds (1994)
1313,701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)"
1314,706,Bad Moon (1996)
1315,914,Wild Things (1998)
1316,130,Kansas City (1996)
1317,1195,Strawberry and Chocolate (Fresa y chocolate) (1993)
1318,1417,"Turning, The (1992)"
1319,1357,For the Moment (1994)
1320,1273,Color of Night (1994)
1321,1578,"Collectionneuse, La (1967)"
1322,1396,Stonewall (1995)
1323,1398,Anna (1996)
1324,75,Brother Minister: The Assassination of Malcolm X (1994)
1325,534,Traveller (1997)
1326,1458,"Damsel in Distress, A (1937)"
1327,1379,Love and Other Catastrophes (1996)
1328,1279,Wild America (1997)
1329,1330,An Unforgettable Summer (1994)
1330,1439,Jason's Lyric (1994)
1331,1338,Two Deaths (1995)
1332,1354,Venice/Venice (1992)
1333,1554,Safe Passage (1994)
1334,1193,Before the Rain (Pred dozhdot) (1994)
1335,1561,Tigrero: A Film That Was Never Made (1994)
1336,804,Jimmy Hollywood (1994)
1337,668,Blood Beach (1981)
1338,1075,"Man of No Importance, A (1994)"
1339,442,"Amityville Curse, The (1990)"
1340,1533,I Don't Want to Talk About It (De eso no se habla) (1993)
1341,1434,Shooting Fish (1997)
1342,1565,Daens (1992)
1343,1176,Welcome To Sarajevo (1997)
1344,1456,Beat the Devil (1954)
1345,1307,Carmen Miranda: Bananas Is My Business (1994)
1346,1534,Twin Town (1997)
1347,1531,Far From Home: The Adventures of Yellow Dog (1995)
1348,400,"Little Rascals, The (1994)"
1349,1421,My Crazy Life (Mi vida loca) (1993)
1350,1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)"
1351,1455,"Outlaw, The (1943)"
1352,1257,"Designated Mourner, The (1997)"
1353,1555,"Secret Adventures of Tom Thumb, The (1993)"
1354,730,"Queen Margot (Reine Margot, La) (1994)"
1355,1454,Angel and the Badman (1947)
1356,1441,Moonlight and Valentino (1995)
1357,1103,Trust (1990)
1358,1477,Nightwatch (1997)
1359,1521,Mr. Wonderful (1993)
1360,1174,Caught (1996)
1361,1538,All Over Me (1997)
1362,1344,"Story of Xinghua, The (1993)"
1363,798,Bad Company (1995)
1364,1392,"Locusts, The (1997)"
1365,1517,Race the Sun (1996)
1366,1377,Hotel de Love (1996)
1367,817,Frisk (1995)
1368,1563,"Promise, The (Versprechen, Das) (1994)"
1369,1264,Nothing to Lose (1994)
1370,1470,Gumby: The Movie (1995)
1371,1418,"Joy Luck Club, The (1993)"
1372,1156,Cyclo (1995)
1373,1406,When Night Is Falling (1995)
1374,1360,"Sexual Life of the Belgians, The (1994)"
1375,935,Paradise Road (1997)
1376,1275,Killer (Bulletproof Heart) (1994)
1377,891,Bent (1997)
1378,1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
1379,1252,"Contempt (Mépris, Le) (1963)"
1380,1505,Killer: A Journal of Murder (1995)
1381,1317,"Journey of August King, The (1995)"
1382,1519,New Jersey Drive (1995)
1383,1029,Jury Duty (1995)
1384,912,U.S. Marshalls (1998)
1385,1200,Kim (1950)
1386,1305,National Lampoon's Senior Trip (1995)
1387,1400,Picture Bride (1995)
1388,852,"Bloody Child, The (1996)"
1389,1375,"Cement Garden, The (1993)"
1390,1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996)
1391,1435,"Steal Big, Steal Little (1995)"
1392,1395,Hurricane Streets (1998)
1393,1557,Yankee Zulu (1994)
1394,1333,Midnight Dancers (Sibak) (1994)
1395,1591,Duoluo tianshi (1995)
1396,1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)"
1397,1269,Love in the Afternoon (1957)
1398,909,Dangerous Beauty (1998)
1399,1450,Golden Earrings (1947)
1400,1550,Destiny Turns on the Radio (1995)
1401,1154,Alphaville (1965)
1402,1237,Twisted (1996)
1403,1261,"Run of the Country, The (1995)"
1404,1586,Lashou shentan (1992)
1405,1038,Switchback (1997)
1406,1504,"Bewegte Mann, Der (1994)"
1407,1214,In the Realm of the Senses (Ai no corrida) (1976)
1408,1522,Trial by Jury (1994)
1409,1238,Full Speed (1996)
1410,1064,Crossfire (1947)
1411,757,Across the Sea of Time (1995)
1412,1476,Raw Deal (1948)
1413,1545,Frankie Starlight (1995)
1414,1537,Cosi (1996)
1415,1391,For Ever Mozart (1996)
1416,296,"Promesse, La (1996)"
1417,1472,"Visitors, The (Visiteurs, Les) (1993)"
1418,1580,Liebelei (1933)
1419,1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"
1420,1363,"Leopard Son, The (1996)"
1421,1280,Gang Related (1997)
1422,1138,Best Men (1997)
1423,1308,Babyfever (1994)
1424,1339,Stefano Quantestorie (1993)
1425,1523,"Good Man in Africa, A (1994)"
1426,1080,Celestial Clockwork (1994)
1427,1096,Commandments (1997)
1428,1512,"World of Apu, The (Apur Sansar) (1959)"
1429,1287,Ed (1996)
1430,1483,"Man in the Iron Mask, The (1998)"
1431,1566,"Man from Down Under, The (1943)"
1432,1031,Lassie (1994)
1433,917,Mercury Rising (1998)
1434,920,Two Bits (1995)
1435,1589,Schizopolis (1996)
1436,1293,Star Kid (1997)
1437,1349,Mille bolle blu (1993)
1438,1422,Suture (1993)
1439,1389,Mondo (1996)
1440,1290,Country Life (1994)
1441,1447,Century (1993)
1442,1111,Double Happiness (1994)
1443,1513,Sprung (1997)
1444,1235,"Big Bang Theory, The (1994)"
1445,1412,Land Before Time III: The Time of the Great Giving (1995) (V)
1446,1185,In the Army Now (1994)
1447,1337,Larger Than Life (1996)
1448,1592,"Magic Hour, The (1998)"
1449,1399,Stranger in the House (1997)
1450,1547,"Show, The (1995)"
1451,1420,Gilligan's Island: The Movie (1998)
1452,1173,Bliss (1997)
1453,1159,Stalker (1979)
1454,1506,Nelly & Monsieur Arnaud (1995)
1455,1468,"Cure, The (1995)"
1456,1355,Infinity (1996)
1457,1437,House Party 3 (1994)
1458,1304,New York Cop (1996)
1459,1359,Boys in Venice (1996)
1460,1204,To Be or Not to Be (1942)
1461,1426,Grace of My Heart (1996)
1462,1588,Salut cousin! (1996)
1463,1590,"To Have, or Not (1995)"
1464,1608,Buddy (1997)
1465,1617,Hugo Pool (1997)
1466,1026,"Lay of the Land, The (1997)"
1467,1311,Waiting to Exhale (1995)
1468,957,Pushing Hands (1992)
1469,1326,Boys (1996)
1470,1587,Terror in a Texas Town (1958)
1471,1496,Carpool (1996)
1472,981,Dangerous Ground (1997)
1473,899,"Winter Guest, The (1997)"
1474,1560,Clean Slate (Coup de Torchon) (1981)
1475,677,Fire on the Mountain (1996)
1476,1571,Touki Bouki (Journey of the Hyena) (1973)
1477,1549,Dream Man (1995)
1478,1402,"Ciao, Professore! (1993)"
1479,1598,City of Industry (1997)
1480,1514,Dream With the Fishes (1997)
1481,1558,Aparajito (1956)
1482,1415,"Next Karate Kid, The (1994)"
1483,1528,Nowhere (1997)
1484,1575,"I, Worst of All (Yo, la peor de todas) (1990)"
1485,1510,Mad Dog Time (1996)
1486,438,Amityville 3-D (1983)
1487,1597,Romper Stomper (1992)
1488,1579,Baton Rouge (1988)
1489,600,Daniel Defoe's Robinson Crusoe (1996)
1490,1499,Grosse Fatigue (1994)
1491,446,Burnt Offerings (1976)
1492,1205,"Secret Agent, The (1996)"
1493,1191,"Letter From Death Row, A (1998)"
1494,1445,Ladybird Ladybird (1994)
1495,1603,Angela (1995)
1496,1616,Desert Winds (1995)
1497,1465,Last Summer in the Hamptons (1995)
1498,1146,Calendar Girl (1993)
1499,1539,Being Human (1993)
1500,1255,Broken English (1996)
1501,1526,Witness (1985)
1502,1585,American Dream (1990)
1503,1596,Nemesis 2: Nebula (1995)
1504,1605,Love Serenade (1996)
1505,1453,Angel on My Shoulder (1946)
1506,1488,Germinal (1993)
1507,1516,"Wedding Gift, The (1994)"
1508,1461,Here Comes Cookie (1935)
1509,973,Grateful Dead (1995)
1510,1553,"Underneath, The (1995)"
1511,1559,Hostile Intentions (1994)
1512,1431,Legal Deceit (1997)
1513,851,Two or Three Things I Know About Her (1966)
1514,666,Blood For Dracula (Andy Warhol's Dracula) (1974)
1515,1532,Foreign Student (1994)
1516,1507,Three Lives and Only One Death (1996)
1517,1540,"Amazing Panda Adventure, The (1995)"
1518,1593,Death in Brunswick (1991)
1519,1243,Night Flier (1997)
1520,1623,"Cérémonie, La (1995)"
1521,1576,"Hungarian Fairy Tale, A (1987)"
1522,1511,Children of the Revolution (1996)
